1.669879156160672284e+00,1.795653013152493482e+00,2.298599336663749160e+00,1.263839325347584719e+01,1.278241213102530338e+01,1.360838373564946835e+01,1.318259971616957316e+01,1.269442954346155972e+01,1.234093213349285811e+01,1.239715861237638350e+01,1.214318958299119444e+01,1.123691597777176021e+01,1.124422663718785209e+01,1.116287958995329177e+01,1.039732467710892294e+01
1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01
2.236398198701134987e+00,2.387427908368161766e+00,3.022576423895331654e+00,1.599751623626412211e+01,1.744547608757255475e+01,1.923998290197419436e+01,2.001989517107726613e+01,2.044624517134103314e+01,2.094480741389556755e+01,2.191342909646693116e+01,2.247712185700837750e+01,2.279628390246034542e+01,2.325477300654367241e+01,2.366570839410153582e+01,2.366649643897158128e+01
1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01,1.765324767333695277e+01
6.078478672207924483e+00,6.317979392624634372e+00,6.780175602638738752e+00,1.831399884570249270e+01,1.886684497459173215e+01,2.212663698323667205e+01,2.272765059936854115e+01,2.287771580903029189e+01,2.382353900933229340e+01,2.441145985260937579e+01,2.504381802829296788e+01,2.520729038139975131e+01,2.563094123417015169e+01,2.621732942145025902e+01,2.604530130127561449e+01
1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01
3.244741381301739835e+01,3.210301457456632335e+01,3.161339806867886537e+01,3.567798644188621182e+01,3.572929829273725488e+01,3.719742289870313812e+01,3.767795628829316001e+01,3.743693675211742544e+01,3.579841667794511295e+01,3.891418296573831270e+01,3.689578909877809565e+01,4.012452439881856492e+01,4.187328175487742499e+01,3.992814488406774842e+01,3.747618581670615612e+01
3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01
1.818514530514461658e+00,2.212269596686134321e+00,2.905618423163280006e+00,1.585529140905671319e+01,1.717008193211452038e+01,1.908652709214126020e+01,1.994942159230111045e+01,2.027608798555963432e+01,2.074371699168445815e+01,2.187708965736972644e+01,2.235463308678886563e+01,2.243275453668167785e+01,2.323249091503809893e+01,2.355590623504825487e+01,2.366148670950449073e+01
1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01
